participant_id,activity_instance_id,activity_attendance,fiscal_year,activity_name,activity_category,activity_label,school,start_date,end_date,total_program_days
46894320,3383538,7,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Surfing 101 Course,Aptos MS,2018-09-10,2018-10-29,49
46894320,3508595,9,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #4,Aptos MS,2019-04-01,2019-06-03,63
46894801,3621424,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 2: Booker T. Washington,Mission HS,2019-06-25,2019-06-27,2
46894961,3621424,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 2: Booker T. Washington,Mission HS,2019-06-25,2019-06-27,2
46895808,3476979,8,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Afterschool Cycle #2,Aptos MS,2018-11-05,2019-01-14,70
46895808,3508595,7,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #4,Aptos MS,2019-04-01,2019-06-03,63
46896188,3621424,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 2: Booker T. Washington,Mission HS,2019-06-25,2019-06-27,2
46896461,3474515,13,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Independence HS Surfing 101/ 2018-2019 School Year,Independence HS,2018-08-28,2019-05-21,266
46896561,3508583,7,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #3,Aptos MS,2019-01-28,2019-03-18,49
46897422,3508595,9,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #4,Aptos MS,2019-04-01,2019-06-03,63
46897487,3383538,7,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Surfing 101 Course,Aptos MS,2018-09-10,2018-10-29,49
46897549,3383538,6,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Surfing 101 Course,Aptos MS,2018-09-10,2018-10-29,49
46897549,3476979,8,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Afterschool Cycle #2,Aptos MS,2018-11-05,2019-01-14,70
46897549,3508583,8,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #3,Aptos MS,2019-01-28,2019-03-18,49
46897549,3508595,9,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #4,Aptos MS,2019-04-01,2019-06-03,63
46897577,3383538,5,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Surfing 101 Course,Aptos MS,2018-09-10,2018-10-29,49
46898292,3383538,7,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Surfing 101 Course,Aptos MS,2018-09-10,2018-10-29,49
46898292,3508583,5,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #3,Aptos MS,2019-01-28,2019-03-18,49
46898319,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46898738,3508583,7,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #3,Aptos MS,2019-01-28,2019-03-18,49
46898818,3508583,8,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #3,Aptos MS,2019-01-28,2019-03-18,49
46898869,3383538,7,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Surfing 101 Course,Aptos MS,2018-09-10,2018-10-29,49
46898869,3508595,9,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #4,Aptos MS,2019-04-01,2019-06-03,63
46899499,3476979,7,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Afterschool Cycle #2,Aptos MS,2018-11-05,2019-01-14,70
46899585,3508583,3,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #3,Aptos MS,2019-01-28,2019-03-18,49
46899890,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46900269,3508583,4,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #3,Aptos MS,2019-01-28,2019-03-18,49
46900329,3508583,7,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #3,Aptos MS,2019-01-28,2019-03-18,49
46901050,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46901050,3621424,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 2: Booker T. Washington,Mission HS,2019-06-25,2019-06-27,2
46901108,3476979,8,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Afterschool Cycle #2,Aptos MS,2018-11-05,2019-01-14,70
46901108,3508595,8,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #4,Aptos MS,2019-04-01,2019-06-03,63
46901198,3508595,8,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #4,Aptos MS,2019-04-01,2019-06-03,63
46903631,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46904597,3476979,8,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Afterschool Cycle #2,Aptos MS,2018-11-05,2019-01-14,70
46904597,3508595,9,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #4,Aptos MS,2019-04-01,2019-06-03,63
46905255,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46906175,3508595,8,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #4,Aptos MS,2019-04-01,2019-06-03,63
46906440,3383538,7,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Surfing 101 Course,Aptos MS,2018-09-10,2018-10-29,49
46906440,3508583,6,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #3,Aptos MS,2019-01-28,2019-03-18,49
46906790,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46907262,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46907807,3476979,4,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Afterschool Cycle #2,Aptos MS,2018-11-05,2019-01-14,70
46907807,3508595,9,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #4,Aptos MS,2019-04-01,2019-06-03,63
46908175,3621424,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 2: Booker T. Washington,Mission HS,2019-06-25,2019-06-27,2
46908206,3476979,6,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Afterschool Cycle #2,Aptos MS,2018-11-05,2019-01-14,70
46908729,3508595,3,FY2018-2019,Surfing 101 Middle School ,Grades K-12 - Afterschool/Extended Day,Aptos Cycle #4,Aptos MS,2019-04-01,2019-06-03,63
46909753,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46909858,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46990945,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
46991083,3473499,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2018-10-04,2018-10-04,0
46991083,3476373,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field trip (Hillard/Surf Club),Mission HS,2018-10-25,2018-10-25,0
47027338,3420508,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Shafer),Mission HS,2018-08-30,2018-08-30,0
47027379,3384580,17,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Mission Surfing 101 Course,Mission HS,2018-08-20,2019-05-29,282
47027386,3417045,9,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Leadership Surfing 101,Leadership HS Charter,2018-08-29,2019-05-22,266
47228286,3621418,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 1: Faces SF,Mission HS,2019-06-18,2019-06-20,2
47255849,3476343,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field (Fiengold-Shaw),Mission HS,2018-11-01,2018-11-01,0
47283620,3420417,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Finegold-Shaw),Mission HS,2018-09-27,2018-09-27,0
47333793,3474515,6,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Independence HS Surfing 101/ 2018-2019 School Year,Independence HS,2018-08-28,2019-05-21,266
47343704,3499320,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Penrose),Mission HS,2019-02-28,2019-02-28,0
47343704,3526992,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-03-07,2019-03-07,0
47343704,3527022,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-03-14,2019-03-14,0
47343704,3528332,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-04-11,2019-04-11,0
47343704,3528375,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Safavi),Mission HS,2019-04-25,2019-04-25,0
47343704,3535885,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Kimball),Mission HS,2019-04-18,2019-04-18,0
47343704,3535966,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-05-02,2019-05-02,0
47343704,3538008,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Hallinan),Mission HS,2019-05-16,2019-05-16,0
47343704,3620656,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Mission Surf Club,Mission HS,2019-05-18,2019-05-18,0
47346915,3499367,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Mufti),Mission HS,2019-02-14,2019-02-14,0
47346915,3526992,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-03-07,2019-03-07,0
47346915,3527068,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Shafer),Mission HS,2019-01-24,2019-01-24,0
47346915,3528219,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-04-04,2019-04-04,0
47346915,3535966,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-05-02,2019-05-02,0
47346915,3620656,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Mission Surf Club,Mission HS,2019-05-18,2019-05-18,0
47363253,3475642,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,John O'Connell Field Trip 12/15/18,O'Connell (John) HS,2018-12-15,2018-12-15,0
47400264,3474515,1,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Independence HS Surfing 101/ 2018-2019 School Year,Independence HS,2018-08-28,2019-05-21,266
47411254,3480978,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-02-21,2019-02-21,0
47411254,3499380,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Fernandez),Mission HS,2019-02-07,2019-02-07,0
47433624,3476388,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Hallinan),Mission HS,2018-10-11,2018-10-11,0
47433636,3420417,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Finegold-Shaw),Mission HS,2018-09-27,2018-09-27,0
47433658,3499380,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Fernandez),Mission HS,2019-02-07,2019-02-07,0
47433658,3535966,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-05-02,2019-05-02,0
47433659,3621424,3,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT SUMMER CAMP SESSION 2: Booker T. Washington,Mission HS,2019-06-25,2019-06-27,2
47440447,3527022,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-03-14,2019-03-14,0
47444510,3474515,8,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Independence HS Surfing 101/ 2018-2019 School Year,Independence HS,2018-08-28,2019-05-21,266
47513499,3420417,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Finegold-Shaw),Mission HS,2018-09-27,2018-09-27,0
47577793,3421146,2,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT Summer Surf Day Camps,Mission HS,2018-07-10,2018-08-02,23
47577793,3621419,6,FY2018-2019,Surfers In Leadership Training (SILT),Grades K-12 - Summer,SILT 2019 Backpacking/Camp/Surf Training,Mission HS,2019-06-08,2019-06-13,5
47600251,3538008,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Hallinan),Mission HS,2019-05-16,2019-05-16,0
47627212,3420417,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Finegold-Shaw),Mission HS,2018-09-27,2018-09-27,0
47627212,3527022,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-03-14,2019-03-14,0
47685963,3538008,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Hallinan),Mission HS,2019-05-16,2019-05-16,0
47728952,3527022,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-03-14,2019-03-14,0
47745654,3526992,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-03-07,2019-03-07,0
47745654,3535966,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-05-02,2019-05-02,0
47793648,3528332,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-04-11,2019-04-11,0
47814984,3474515,6,FY2018-2019,Surfing 101 HS/PE Course,Grades K-12 - Afterschool/Extended Day,Independence HS Surfing 101/ 2018-2019 School Year,Independence HS,2018-08-28,2019-05-21,266
47835429,3535966,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-05-02,2019-05-02,0
47878255,3528332,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Feingold-Shaw),Mission HS,2019-04-11,2019-04-11,0
47878255,3538008,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Hallinan),Mission HS,2019-05-16,2019-05-16,0
48068072,3535966,1,FY2018-2019,Intro to Surfing Field Trips,Grades K-12 - Afterschool/Extended Day,Surf Field Trip (Surf Club),Mission HS,2019-05-02,2019-05-02,0
